"","setor","classe_cnae","saldo"
"1","Agropecuária","Produção de mudas e outras formas de propagação vegetal, certificadas",2
"2","Agropecuária","Abate de reses, exceto suínos",0
"3","Agropecuária","Abate de suínos, aves e outros pequenos animais",0
"4","Agropecuária","Acabamentos em fios, tecidos e artefatos têxteis",0
"5","Agropecuária","Administração de bolsas e mercados de balcão organizados",0
"6","Comércio","Comércio varejista de artigos do vestuário e acessórios",67
"7","Comércio","Comércio varejista de produtos farmacêuticos para uso humano e veterinário",32
"8","Comércio","Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",20
"9","Comércio","Comércio varejista de calçados e artigos de viagem",18
"10","Comércio","Comércio a varejo e por atacado de veículos automotores",15
"11","Construção civil","Obras de engenharia civil não especificadas anteriormente",5
"12","Construção civil","Montagem de instalações industriais e de estruturas metálicas",1
"13","Construção civil","Abate de reses, exceto suínos",0
"14","Construção civil","Abate de suínos, aves e outros pequenos animais",0
"15","Construção civil","Acabamentos em fios, tecidos e artefatos têxteis",0
"16","Indústria","Preservação do pescado e fabricação de produtos do pescado",12
"17","Indústria","Fabricação de medicamentos para uso humano",4
"18","Indústria","Impressão de materiais para outros usos",4
"19","Indústria","Serviços de catering, bufê e outros serviços de comida preparada",4
"20","Indústria","Fabricação de artigos de serralheria, exceto esquadrias",3
"21","Serviços","Serviços combinados para apoio a edifícios, exceto condomínios prediais",44
"22","Serviços","Atividades de vigilância e segurança privada",14
"23","Serviços","Representantes comerciais e agentes do comércio de mercadorias em geral não especializado",11
"24","Serviços","Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares",9
"25","Serviços","Atividades de publicidade não especificadas anteriormente",9
