"","setor","classe_cnae","saldo"
"1","Agropecuária","Cultivo de café",57
"2","Agropecuária","Atividades de apoio à agricultura",2
"3","Agropecuária","Cultivo de cana-de-açúcar",2
"4","Agropecuária","Atividades de apoio à pecuária",1
"5","Agropecuária","Cultivo de plantas de lavoura permanente não especificadas anteriormente",1
"6","Comércio","Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",61
"7","Comércio","Comércio varejista de artigos do vestuário e acessórios",50
"8","Comércio","Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",30
"9","Comércio","Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",23
"10","Comércio","Comércio varejista de calçados e artigos de viagem",20
"11","Construção civil","Serviços especializados para construção não especificados anteriormente",11
"12","Construção civil","Demolição e preparação de canteiros de obras",1
"13","Construção civil","Instalações hidráulicas, de sistemas de ventilação e refrigeração",1
"14","Construção civil","Abate de reses, exceto suínos",0
"15","Construção civil","Abate de suínos, aves e outros pequenos animais",0
"16","Indústria","Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",27
"17","Indústria","Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria",10
"18","Indústria","Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material",6
"19","Indústria","Confecção de roupas íntimas",4
"20","Indústria","Fabricação de peças e acessórios para veículos automotores não especificados anteriormente",4
"21","Serviços","Atividades de atendimento hospitalar",27
"22","Serviços","Seguros de vida",15
"23","Serviços","Incorporação de empreendimentos imobiliários",8
"24","Serviços","Transporte rodoviário de carga",7
"25","Serviços","Atividades de serviços de complementação diagnóstica e terapêutica",6
