"","setor","classe_cnae","saldo"
"1","Agropecuária","Atividades de apoio à agricultura",-1
"2","Agropecuária","Cultivo de cana-de-açúcar",-1
"3","Agropecuária","Abate de reses, exceto suínos",0
"4","Agropecuária","Abate de suínos, aves e outros pequenos animais",0
"5","Agropecuária","Acabamentos em fios, tecidos e artefatos têxteis",0
"6","Comércio","Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP",-13
"7","Comércio","Comércio de peças e acessórios para veículos automotores",-8
"8","Comércio","Comércio varejista de artigos do vestuário e acessórios",-7
"9","Comércio","Comércio varejista de bebidas",-4
"10","Comércio","Comércio varejista de combustíveis para veículos automotores",-3
"11","Construção civil","Obras de terraplenagem",-15
"12","Construção civil","Construção de edifícios",-9
"13","Construção civil","Obras de engenharia civil não especificadas anteriormente",-4
"14","Construção civil","Obras de fundações",-3
"15","Construção civil","Instalações hidráulicas, de sistemas de ventilação e refrigeração",-2
"16","Indústria","Fabricação de açúcar em bruto",-568
"17","Indústria","Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação",-20
"18","Indústria","Abate de reses, exceto suínos",-6
"19","Indústria","Fabricação de álcool",-5
"20","Indústria","Fabricação de bicicletas e triciclos não-motorizados",-5
"21","Serviços","Transporte rodoviário de carga",-235
"22","Serviços","Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente",-43
"23","Serviços","Atividades de ensino não especificadas anteriormente",-14
"24","Serviços","Ensino fundamental",-10
"25","Serviços","Educação infantil - pré-escola",-9
